Artist,Track Name,Track ID,Popularity,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
Starship,We Built This City,7aHRctaQ7vjxVTVmY8OhAA,28,0.052,0.661,296080,0.908,0.0,5,0.0708,-4.897,1,0.039,144.091,4,0.656
Erasure,A Little Respect - 2009 Remastered Version,7aS418hRnOnYrXeyrZilwk,71,0.0299,0.607,213987,0.784,3.85e-06,0,0.288,-7.963,1,0.0258,113.804,4,0.622
Kenny Loggins,"Footloose - From ""Footloose"" Soundtrack",2vz1CsL5WBsbpBcwgboTAw,72,0.0984,0.583,226827,0.905,0.00019,2,0.0593,-6.132,1,0.0733,173.982,4,0.646
Foreigner,I Want to Know What Love Is - 1999 Remaster,1JLn8RhQzHz3qDqsChcmBl,79,0.193,0.477,304787,0.471,1.76e-06,6,0.131,-10.036,1,0.0277,81.204,4,0.423
Cyndi Lauper,Girls Just Want to Have Fun,7sMGwiS4vOMcz86ZY3vKYM,68,0.414,0.705,228120,0.847,3.21e-06,6,0.406,-2.588,1,0.0361,120.527,4,0.743
Cher,If I Could Turn Back Time,0eHZ7dpv4iT7bMEYDoILIa,21,0.243,0.658,239827,0.575,0.0,11,0.122,-10.365,1,0.0267,108.329,4,0.504
The Bangles,Manic Monday,798fUF6UnRn27xiVuKyJCi,59,0.335,0.685,184173,0.571,2.38e-06,2,0.214,-11.623,1,0.0299,121.737,4,0.869
Paul Simon,You Can Call Me Al,0qxYx4F3vm1AOnfux6dDxP,76,0.182,0.776,280000,0.763,0.0065,5,0.077,-8.124,1,0.0535,128.433,4,0.82
U2,Pride (In The Name Of Love) - Remastered 2009,65E62rOSbm7SZbAMYjNTJq,69,0.00135,0.458,228427,0.843,0.000296,4,0.778,-7.201,1,0.0316,105.701,4,0.713
Bon Jovi,Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,84,0.0778,0.532,249293,0.887,0.000214,0,0.294,-3.757,1,0.0335,122.511,4,0.795
Huey Lewis & The News,The Power Of Love,2olVm1lHicpveMAo4AUDRB,74,0.0964,0.768,234333,0.829,2.92e-05,5,0.097,-5.109,1,0.0313,118.773,4,0.962
Philip Bailey,Easy Lover,7INi4pMPG4IE0Smx5y4KVf,71,0.0674,0.749,304507,0.699,0.00192,1,0.0763,-13.108,1,0.0371,128.904,4,0.935
Fine Young Cannibals,She Drives Me Crazy,0Zt9fqRK58Y0onY1VwaKp7,23,0.164,0.796,218907,0.693,1.77e-05,2,0.0408,-6.02,1,0.0413,108.8,4,0.954
The Proclaimers,I'm Gonna Be (500 Miles),66S14BkJDxgkYxLl5DCqOz,75,0.151,0.851,219467,0.551,0.0,4,0.0827,-5.177,1,0.0396,131.922,4,0.807
Steve Winwood,Valerie,3nQuDlaVZApyrG6tdsETe0,20,0.593,0.722,246667,0.518,0.00453,9,0.0854,-10.78,1,0.0296,116.289,4,0.753
Genesis,Invisible Touch - Remastered,480dDrqG7LO6qDaphHeXlM,68,0.202,0.623,210133,0.94,0.00184,0,0.0472,-5.731,1,0.0365,131.037,4,0.837
Phil Collins,Against All Odds (Take a Look at Me Now) - 2016 Remaster,63CHa6rmamv9OsehkRD8oz,75,0.198,0.58,206360,0.498,0.0,1,0.132,-6.901,1,0.0277,116.271,4,0.111
Queen,Another One Bites The Dust - Remastered 2011,5vdp5UmvTsnMEMESIF2Ym7,83,0.112,0.933,214653,0.528,0.312,5,0.163,-6.472,0,0.161,109.967,4,0.754
Tom Petty,Free Fallin',7woZGXjtaYwuvSoU1zToB3,66,0.178,0.617,256667,0.435,0.0,5,0.0822,-13.547,1,0.0256,84.382,4,0.601
Daryl Hall & John Oates,You Make My Dreams,4o6BgsqLIBViaGVbx5rbRk,79,0.234,0.751,190627,0.501,0.112,5,0.0467,-12.151,1,0.0552,167.058,4,0.902
Peter Gabriel,Sledgehammer,029NqmIySn1kOY305AAhxT,66,0.0246,0.657,313533,0.685,0.0,1,0.037,-5.203,1,0.0334,96.458,4,0.424
Madness,Our House,0BTsVL5VMdq5zGNRSTHozJ,61,0.0267,0.524,190840,0.802,3.83e-06,0,0.224,-5.13,1,0.0432,121.35,4,0.712
Bill Medley,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",1UvTPXlImVd4jcucK4qJwb,62,0.0874,0.7,289067,0.781,0.00342,6,0.059,-8.255,0,0.0507,108.695,4,0.385
INXS,Never Tear Us Apart,1GjbTNFImFrjFsNdleDe78,66,0.00309,0.664,184587,0.613,0.000128,0,0.175,-7.56,1,0.0273,96.6,3,0.193
Stevie Wonder,I Just Called To Say I Love You,6RNDeRnWsRMjPdNVgupZCs,76,0.243,0.748,262240,0.551,1.57e-06,1,0.0943,-9.054,1,0.0239,113.535,4,0.65
Roy Orbison,You Got It,6r20M5DWYdIoCDmDViBxuz,70,0.596,0.649,210267,0.618,1.46e-06,9,0.192,-10.728,1,0.0265,114.688,4,0.667
Steve Winwood,Higher Love - Single Version,17Ng10tIgnYmAitl0SgT3R,67,0.055,0.696,252227,0.89,0.0596,5,0.5,-6.819,1,0.0441,98.742,4,0.922
Cutting Crew,(I Just) Died In Your Arms,0YPXkQthLWrhNGoKTbwCJ8,70,0.0119,0.632,278627,0.727,7.64e-05,11,0.0678,-11.209,0,0.0438,124.919,4,0.499
INXS,Need You Tonight,1sR4aKaHpLrc9u7g4ii90U,62,0.0419,0.795,181107,0.63,0.575,10,0.0894,-7.217,0,0.0841,108.701,4,0.785
John Parr,St. Elmos Fire (Man in Motion),1A2PWRltFrX8iB8IP3CUgo,69,0.15,0.612,251800,0.6,3.04e-06,9,0.222,-10.945,1,0.0327,111.203,4,0.471
Van Halen,Jump - 2015 Remaster,7N3PAbqfTjSEU1edb2tY8j,79,0.171,0.572,241600,0.835,0.000376,0,0.0702,-6.219,1,0.0317,129.994,4,0.796
Spandau Ballet,Gold,2X9fsxb6O6bYEopJYmUbNC,67,0.261,0.711,231480,0.74,0.0114,10,0.104,-7.776,0,0.036,143.047,4,0.638
The Buggles,Video Killed The Radio Star,7o7E1nrHWncYY7PY94gCiX,71,0.103,0.68,252773,0.678,0.00828,1,0.204,-11.548,1,0.0754,131.165,4,0.251
Joan Jett & The Blackhearts,I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,73,0.326,0.535,175173,0.716,0.0,4,0.659,-5.025,1,0.0431,94.379,4,0.901
Madonna,Material Girl,22sLuJYcvZOSoLLRYev1s5,74,0.333,0.742,240280,0.883,7.51e-06,0,0.0964,-3.419,1,0.0329,136.506,4,0.978
Elton John,Nikita,5lBI9isMBEHRn5Wxde058W,24,0.123,0.632,343240,0.656,0.000264,7,0.0735,-9.29,1,0.0277,86.605,4,0.752
Pet Shop Boys,Always on My Mind,07ABETRdek3ACMpRPvQuaT,71,0.0116,0.533,234907,0.783,0.0565,7,0.186,-10.61,1,0.0366,124.874,4,0.726
Bonnie Tyler,Total Eclipse of the Heart,5prTs2HAw2G4idHZyeFp8o,76,0.195,0.435,269787,0.658,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184
UB40,I Got You Babe,07itbZUgkAmBi4CEH5NniJ,66,0.0806,0.756,189093,0.61,7.89e-05,5,0.114,-13.002,1,0.0709,173.818,4,0.863
Roxette,The Look,0ZfM5XfJTtFPhOxAERRnNY,71,0.0531,0.634,237320,0.838,8.34e-06,2,0.0522,-5.363,1,0.0413,95.011,4,0.541
Daryl Hall & John Oates,Maneater - Radio Edit,028r3igL3M00VdRCe2Ga7Q,55,0.0153,0.728,270947,0.518,4.19e-05,11,0.103,-11.114,0,0.038,88.708,4,0.833
Soft Cell,Tainted Love,0cGG2EouYCEEC3xfa0tDFV,75,0.462,0.5,153800,0.501,0.0,0,0.26,-8.284,0,0.0376,144.438,4,0.623
Alannah Myles,Black Velvet,1KU5EHSz04JhGg3rReGJ0N,72,0.273,0.754,287440,0.366,9.04e-05,8,0.106,-10.07,1,0.0312,91.147,4,0.469
George Michael,I Knew You Were Waiting (For Me),58lTbZKr7XkkR4zEpoLhYH,61,0.274,0.727,241920,0.68,0.0,4,0.31,-11.297,1,0.0445,107.775,4,0.683
Laura Branigan,Gloria,15ob9SMGLWrexuPuyuMjKl,68,0.135,0.775,295067,0.866,0.0376,9,0.152,-3.598,1,0.0295,131.34,4,0.876
Bruce Springsteen,Born In The U.S.A.,310epXrlbXmfGcD1qSdgVV,21,0.00201,0.397,278827,0.861,2.49e-05,4,0.35,-12.156,1,0.0569,121.856,4,0.512
Guns N' Roses,Sweet Child O' Mine,7o2CTH4ctstm8TNelqjb51,83,0.0852,0.454,354520,0.91,0.0988,6,0.116,-7.766,1,0.0446,125.116,4,0.63
The Cars,Drive,2lFFiNm0XtgJ6wkdncTB4k,69,0.115,0.261,234332,0.703,0.00078,6,0.102,-7.871,1,0.0414,83.495,4,0.405
The B-52's,Love Shack,4W4wYHtsrgDiivRASVOINL,70,0.0325,0.715,321573,0.817,1.61e-06,5,0.851,-6.227,0,0.0532,133.858,4,0.871
INXS,New Sensation,2xcrseImDFEf8Urommws03,65,0.00712,0.682,220160,0.954,4.04e-05,9,0.052,-4.951,1,0.0625,115.473,4,0.928
Nena,99 Red Balloons,5mYtpXrZZ1bbGJYDGC8I0Y,19,0.0853,0.543,284773,0.482,9.22e-05,4,0.111,-12.789,1,0.194,193.513,4,0.415
Billy Idol,Dancing With Myself,1BY1Vd2Bt6JPOhMvsIwtVv,70,0.0157,0.51,359733,0.696,0.000104,4,0.297,-10.83,1,0.0802,176.567,4,0.905
Billy Ocean,"Get Outta My Dreams, Get Into My Car",2D4D3hiOf5U0W6SvJoCQph,60,0.0879,0.666,284373,0.91,8.43e-06,4,0.335,-6.457,1,0.0399,117.141,4,0.919
Heart,Alone,54b8qPFqYqIndfdxiLApea,74,0.638,0.418,218733,0.452,0.00026,1,0.0959,-13.099,1,0.0356,175.088,4,0.168
Yazoo,Only You,15Mh8m2BGTUptR8yy7fNAS,67,0.332,0.752,194173,0.307,0.000135,9,0.0829,-17.063,1,0.0398,106.158,4,0.854
Tina Turner,What's Love Got to Do with It,4kOfxxnW1ukZdsNbCKY9br,70,0.219,0.851,226880,0.406,6.41e-06,1,0.0853,-11.631,1,0.0661,97.84,4,0.792
The Bangles,Eternal Flame,5MoDQWMDMaAGDEiWsJfeCi,71,0.525,0.526,238027,0.358,0.0,4,0.0942,-7.239,0,0.0243,78.988,3,0.4
Depeche Mode,Just Can't Get Enough,0qi4b1l0eT3jpzeNHeFXDT,72,0.403,0.766,220893,0.772,0.0584,0,0.183,-9.362,1,0.0353,128.166,4,0.92
