,Artist,Track Name,Track ID,Popularity,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
1774,SZA,Anything,0336UwEBwBBao8uWCuugYr,59,0.391,0.665,149320,0.488,0.000647,0,0.0952,-4.711,0,0.327,151.582,4,0.549
1775,Rise Against,The Violence,12C6ufD5zOWsQGHQY7aXRM,63,4.11e-05,0.294,228720,0.92,0.000232,10,0.0804,-2.471,0,0.0635,184.007,4,0.582
1776,BROCKHAMPTON,CANNON,3ImJurxjtL8FutkeQ6uPRK,60,0.169,0.522,280235,0.613,0.00103,3,0.107,-9.391,0,0.0375,76.516,4,0.309
1777,PnB Rock,Issues (feat. Russ),1ysDVWxBj5Set0fA05TcyP,58,0.203,0.655,232857,0.642,2.3e-05,9,0.11,-6.758,1,0.0729,83.974,4,0.208
1778,Lil Uzi Vert,Sauce It Up,5evSAk9q0l3TfF5dYDwDBO,59,0.0715,0.813,207039,0.528,0.0,6,0.125,-6.305,0,0.313,79.532,4,0.131
1779,j'san,this feeling's too good,2w34gUbQkOqiPX3d5iji8C,64,0.888,0.627,110118,0.392,0.551,4,0.108,-10.554,1,0.0299,85.024,4,0.28
1780,Terror Reid,Dead to Me,26zo23frbrONsEJs6m2drZ,62,0.385,0.792,192000,0.754,0.000863,10,0.165,-7.347,1,0.108,120.0,4,0.251
1781,Pentatonix,Good To Be Bad,3TBiDIgowqySAT34uJ01nf,58,0.0576,0.696,127267,0.485,0.0,6,0.183,-6.539,1,0.051,142.891,4,0.518
1782,Alex Sensation,Que Va,6J1R5wtPXiHiwiPstOSI56,72,0.148,0.766,238160,0.827,0.0,0,0.0518,-3.332,1,0.0538,91.03,4,0.831
1783,Paramore,Told You So,7BpYWzZwrsljT1eIjb0TqR,62,0.0029,0.639,188947,0.814,2.98e-05,2,0.0529,-5.632,0,0.0385,123.922,4,0.904
1784,Timeflies,Raincoat,27eoCHVL1mohdzR7c61KQ1,60,0.217,0.697,217126,0.659,0.0,10,0.254,-5.544,1,0.104,150.941,4,0.49
1785,Drake,Nothings Into Somethings,6MbH1QiphMCPTqVEVC7UYi,61,0.332,0.766,153725,0.234,0.00156,11,0.358,-7.544,0,0.159,96.882,4,0.256
1786,Tomas Lee,Riptide,2PTk3D7oDW97J1n8HYQwsj,63,0.996,0.442,251189,0.0293,0.938,0,0.0927,-26.293,1,0.0495,67.256,3,0.25
1787,Sam Tinnesz,Play With Fire (feat. Yacht Money),5sah9eLuxZlWxKTTCOk8GN,64,0.0162,0.573,180691,0.539,1.16e-05,2,0.105,-6.091,0,0.0322,75.012,4,0.39
1788,Joywave,It's A Trip!,6IY3cC281mz9q0bViUEldz,60,0.088,0.673,183525,0.716,0.00256,8,0.209,-4.982,0,0.0291,97.925,4,0.727
1789,Cigarettes After Sex,Sunsetz,69UqtTHfUKAJweQwEStRzC,56,0.0542,0.412,214680,0.477,0.798,9,0.0975,-9.381,0,0.029,75.302,4,0.141
1790,Solvekin,Glitching,7gpL5CorPuYBthvZkPPFGd,63,0.994,0.161,138798,0.00613,0.846,0,0.0895,-38.027,1,0.039,74.671,1,0.0363
1791,Lil Skies,Strictly Business,1HzE0tqP7fGwS8LWpAVRN6,59,0.304,0.745,159104,0.834,0.0,8,0.454,-3.626,1,0.127,157.057,4,0.482
1792,Marshmello,Silence - Illenium Remix,5ip3FCi89E2eDtId6kcJmo,61,0.0483,0.475,205120,0.801,0.00178,4,0.239,-3.071,1,0.0381,141.92,4,0.296
1793,MercyMe,Best News Ever,3x9ITe8AC3Iy0btOEdcV6C,57,0.013,0.584,179120,0.762,0.0,11,0.109,-4.592,1,0.0355,93.993,4,0.395
1794,Jhené Aiko,New Balance,0PYmO55JPwEWgtyJbkN6mq,59,0.721,0.46,279453,0.552,0.0,4,0.257,-10.28,0,0.141,74.372,4,0.522
1795,Pro Sounds of Nature,Afternoon Rain,5HEeRxhPObDXGiviqH2PXv,62,0.128,0.164,202423,0.995,0.963,9,0.778,-19.863,0,0.051,86.317,4,1e-05
1796,alt-J,Deadcrush,7gn0MfkV4ZuMkqbPlmhIlx,58,0.0959,0.648,231013,0.622,0.477,9,0.126,-6.651,0,0.0578,142.979,4,0.604
1797,ILLENIUM,Lost,4rIAqwhHGfWChQvQGYwEfR,60,0.101,0.673,200000,0.616,0.00653,8,0.0966,-5.906,1,0.0482,135.048,4,0.327
1798,Hollywood Undead,Whatever It Takes,2ouOVzQTzSsLa2OH1Zxhvu,64,0.00207,0.686,187654,0.862,1.12e-05,7,0.148,-3.426,1,0.034,87.48,4,0.472
1799,HAIM,Want You Back,2wXhdaTnmkkFSOidKfnOxA,57,0.121,0.635,232120,0.853,0.0,0,0.371,-3.926,1,0.048,112.964,4,0.372
1800,Banda Carnaval,Vas A Estar Bien,5aXTBjjE3HO5pzkBHnGy16,64,0.285,0.767,237627,0.4,0.000234,4,0.114,-8.34,0,0.0345,130.014,4,0.797
1801,Magroove,B Cool (feat. Melanie Faye),6EErYXgsGBMkwpITHuKuCI,59,0.559,0.794,199245,0.368,0.694,8,0.0864,-12.725,1,0.0523,140.063,4,0.775
1802,Lea Michele,Run to You,2SOUTN8rzGAkBr001HqAXe,66,0.637,0.399,217427,0.362,8.47e-06,6,0.0965,-8.37,1,0.0337,125.73,4,0.311
1803,Neneh Yacobi,Too Good At Goodbyes,2TEKQmhKPX4unCG45WreuD,63,0.992,0.634,251885,0.0333,0.93,5,0.129,-20.191,1,0.0427,118.197,4,0.144
1804,Jacquees,B.E.D. - Remix,5oFK0dJQ5auokDaVYY228m,60,0.00476,0.708,267547,0.497,0.0,1,0.0726,-8.419,0,0.0414,122.004,4,0.399
1805,Sabrina Claudio,Stand Still,66H06L8hktjhduwRDWntDT,61,0.732,0.476,283236,0.44,0.023,9,0.0773,-8.198,0,0.0371,149.389,3,0.161
1806,Rita Ora,Anywhere,7EI6Iki24tBHAMxtb4xQN2,74,0.0364,0.628,215064,0.797,0.0,11,0.104,-3.953,0,0.0596,106.93,4,0.321
1807,ZAYN,Still Got Time,000xQL6tZNLJzIrtIgxqSl,66,0.131,0.748,188491,0.627,0.0,7,0.0852,-6.029,1,0.0644,120.963,4,0.524
1808,Sam Smith,The Thrill Of It All,3fCjfPg7ZkU7Oulze3e2ww,59,0.81,0.496,208903,0.279,6.82e-05,10,0.11,-9.18,1,0.052,127.053,4,0.103
1809,Fame on Fire,XO TOUR Llif3,4e3S4W8SmflgP8jwK2ceTZ,60,0.000519,0.534,190452,0.94,0.0,7,0.104,-3.969,1,0.0538,154.956,4,0.339
1810,Beck,Up All Night,28AgTOIZke8nitD0NNeb3G,61,0.00384,0.635,190448,0.908,0.0834,1,0.239,-4.795,0,0.0563,110.012,4,0.637
1811,H.E.R.,Lights On,01ZqsXtHhRtO2Z2JrvkG1w,59,0.677,0.518,219680,0.404,0.00042,10,0.101,-9.471,0,0.137,118.016,4,0.345
1812,Lana Del Rey,Tomorrow Never Came (feat. Sean Ono Lennon),6VZwnDUMkAZs36g6v9MVQX,63,0.819,0.297,307540,0.402,0.000181,0,0.109,-9.757,1,0.0346,138.019,4,0.177
1813,Wallows,Uncomfortable,4BreyjJu4w5EUhTKPIQymq,60,0.115,0.395,294015,0.768,0.0204,2,0.286,-2.81,1,0.0311,142.016,4,0.251
1814,Amber Mark,Lose My Cool,3G9zeErd0kMx012kmYUrm7,64,0.564,0.717,214578,0.482,0.000235,3,0.0921,-8.071,1,0.0465,103.006,4,0.321
1815,KAROL G,A Ella,1pkMzGqBBS10nDiiYrNGGJ,69,0.242,0.735,198907,0.759,1.96e-05,2,0.15,-5.354,1,0.193,181.902,4,0.598
1816,Hillsong UNITED,Wonder,5ffsmOjdQ2R3Te0Sy4kVWw,57,0.00108,0.395,294560,0.66,0.0,4,0.11,-8.293,1,0.0303,88.492,4,0.18
1817,Yung Gravy,Boomin,0ObPdjFZ3cBr61rUusvkto,60,0.123,0.798,134431,0.624,9.08e-06,11,0.184,-8.789,0,0.161,100.027,4,0.199
1818,The Band CAMINO,Berenstein,0VXI7SOcGQQ1SLjyJaaIEa,59,0.0133,0.418,276685,0.72,0.000108,4,0.213,-5.934,1,0.0338,134.937,4,0.219
1819,YFN Lucci,"Everyday We Lit (feat. PnB Rock, Lil Yachty & Wiz Khalifa) - Remix",2KtGuSoEszAKKjF7Yovhcg,59,0.13,0.746,236923,0.653,0.0,7,0.17,-4.691,1,0.0574,155.947,4,0.607
1820,blackbear,e.z. (feat. Machine Gun Kelly),3zxIAOrkLc3QwhmtgQuQId,60,0.0356,0.793,252171,0.531,9.47e-06,9,0.0905,-8.498,0,0.128,129.946,4,0.339
1821,Los Angeles Azules,Mi Niña Mujer,2WPxFf05MYsEHQCxonA1vS,56,0.395,0.49,194107,0.631,0.0,7,0.0645,-4.386,1,0.0335,85.898,4,0.796
1822,biosphere,strangers,60bHRp4901AmCtPPPsytte,61,0.687,0.735,198868,0.389,3.25e-06,1,0.125,-12.291,1,0.354,73.831,4,0.729
1823,Phoebe Bridgers,Smoke Signals,5g97GAdru7XfeJyJhViIll,61,0.945,0.342,324773,0.237,0.000267,10,0.112,-14.601,1,0.0384,117.824,5,0.186
1824,K.Flay,High Enough,1qwno7xb5mJe71xtMS6jl2,58,0.0301,0.606,231600,0.62,0.0916,0,0.167,-5.005,1,0.0298,88.984,4,0.543
1825,XXXTENTACION,4Peat,05And5JRQJeIaMASE5D9Nj,61,0.0031,0.914,162214,0.515,0.0,1,0.105,-9.934,1,0.356,150.016,4,0.215
1826,Our Last Night,1-800-273-8255,1wp1aHirvZihTdrtdFuFv0,61,0.00335,0.593,235250,0.799,0.0157,4,0.125,-6.098,0,0.0317,99.975,4,0.355
1827,Halsey,Lie,3BRO4QR9ZDj9Ae3VtbjeUr,61,0.131,0.361,149106,0.468,9.78e-06,0,0.175,-5.276,0,0.0343,150.572,3,0.04
1828,Noah Cyrus,Stay Together,5R4HqXCZ6uTjxxnGdLt2S6,62,0.174,0.659,192732,0.589,0.0,8,0.095,-4.004,1,0.0541,72.015,4,0.339
1829,The Band CAMINO,My Thoughts on You,1AnoNTlYCt1ELWArtKsA4s,59,0.0148,0.541,211109,0.695,0.000114,2,0.137,-7.75,1,0.0456,115.122,4,0.318
1830,Big Sean,Pull Up N Wreck (& Metro Boomin),7DuvVy7JfFgXwWlVzyyPys,60,0.00806,0.49,227533,0.44,0.00103,10,0.186,-7.76,1,0.353,173.095,4,0.091
1831,Dirty Heads,Vacation,7lgvGRC1gN0JGgY9VGXsQT,59,0.0431,0.739,209142,0.754,0.0,8,0.0999,-5.034,1,0.035,150.017,4,0.793
1832,Jidenna,Bambi,5KWV7S3osWbeOMPHCeWVyK,59,0.109,0.748,250000,0.623,0.0,5,0.15,-5.08,1,0.0285,105.045,4,0.21
1833,Elton John,Your Song - Remastered,2bUXfclD8DwJwwUENtSCWu,66,0.821,0.555,243067,0.336,2.17e-06,3,0.089,-9.916,1,0.0296,127.792,4,0.303
1834,2 Chainz,Blue Cheese,67gmXPQZL1ISSh13OJJ1Pu,58,0.0693,0.804,308733,0.583,0.0,7,0.578,-5.335,1,0.244,130.001,4,0.11
1835,A.CHAL,Love N Hennessy,57zEbGuOa9Skogmm0WdOzM,60,0.0128,0.931,207801,0.306,8.59e-06,8,0.0708,-9.979,0,0.453,140.039,4,0.457
1836,Thunderbound Productions,Timeless Rain,0cTmHyEAcGnkIv3yC0sVwL,61,0.954,0.0,285343,0.999,0.526,11,0.97,-17.47,1,0.0,0.0,0,0.0
1837,Loud Luxury,Fill Me In,0OWMb0mr5PZvb8VoI8qNTq,65,0.0516,0.745,219855,0.704,0.000683,8,0.153,-7.306,0,0.0418,124.02,4,0.393
1838,SZA,Wavy (Interlude) (feat. James Fauntleroy),3LcoHjgdNl4xtWVaJGSA1p,59,0.464,0.633,75800,0.511,0.0,0,0.0727,-8.1,0,0.081,79.001,1,0.389
1839,Jay Critch,Fashion (feat. Rich The Kid),4EDmwV0cTLJ31s9sLQ1x2p,60,0.00351,0.726,208598,0.225,0.0,4,0.0655,-19.72,0,0.0588,142.988,4,0.17
1840,blackbear,g2g ttyl (feat. THEY.),5peXF38os4UT1lsfdoKMt5,60,0.471,0.63,181771,0.382,0.0,3,0.176,-5.535,0,0.0558,97.706,5,0.554
1841,StayLoose,Sociopath,0xx5CXMss5CFv2GPkg97aC,62,0.0767,0.611,204827,0.562,3.23e-06,1,0.118,-7.849,0,0.0874,74.994,4,0.318
1842,Alicia Keys,No One - Acoustic,73E08jF1urQQSO0oTzCPpP,73,0.712,0.379,259570,0.325,0.0,4,0.0997,-5.862,1,0.0331,89.798,4,0.433
1843,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),2YQLTpUSFCQo9FEe29YPYs,59,0.617,0.703,221747,0.757,0.0,1,0.106,-3.612,1,0.05,82.008,4,0.696
1844,John Mayer,Helpless,701DK0It9f7iurRnzKvF0y,63,0.151,0.761,249120,0.598,0.00259,9,0.0314,-5.838,0,0.0268,103.978,4,0.937
1845,Dove Cameron,Space Between,3N1V03yrqyNPo5A4Fu2Wd7,65,0.197,0.426,206379,0.763,6.43e-06,4,0.264,-4.369,1,0.049,155.921,4,0.195
1846,Post Malone,Candy Paint,4wdZdkEugVVorAfzqRqC6N,57,0.604,0.672,229053,0.684,0.0,4,0.081,-5.468,1,0.158,180.008,4,0.428
1847,Palisades,Let Down,3CwzV42BwEDA4i3gSf5EjW,59,0.00538,0.576,217414,0.813,0.0,7,0.316,-6.588,0,0.0417,147.885,4,0.251
1848,cleopatrick,hometown,2kFKIFc5RSTlhuGed6ZNZ7,64,0.000621,0.315,256072,0.826,0.000669,7,0.0703,-4.315,0,0.0644,139.163,4,0.359
1849,FX & Effects,Smooth Rain,37pjhEI4SxbZ2ikeX6rmZN,61,0.00703,0.113,228067,0.32,0.967,0,0.395,-16.797,0,0.13,95.682,4,0.0258
1850,AJR,"It's On Us (Benefiting the ""It's On Us"" Campaign)",2AVZJ4u8JOhcYBX5yHGdrX,60,0.0636,0.493,207671,0.718,0.0,9,0.08,-4.634,1,0.0399,88.05,4,0.328
1851,NAV,Lonely,11HOTp4KdeOwmn7Ew0GSIs,59,0.0643,0.563,215293,0.456,0.0,10,0.161,-7.177,0,0.102,181.48,4,0.195
1852,Big Shaq,Man's Not Hot,6X5OFBbrsHRsyO1zP7udgr,70,0.111,0.905,186027,0.884,8.31e-05,0,0.107,-4.076,1,0.236,135.048,4,0.588
1853,Christian Nodal,Te Voy A Olvidar,17wkvbPwoOj8iNb6r2y6nG,64,0.374,0.568,177653,0.49,0.0,7,0.56,-5.026,1,0.0267,166.077,4,0.741
1854,Larry Hernández,El Baleado,1OgvkOPty7une97pgsH1Dh,61,0.299,0.656,247152,0.767,8.24e-06,7,0.157,-1.518,1,0.102,153.729,3,0.966
1855,Brantley Gilbert,The Ones That Like Me,3I74lFPU8RE17EIfYz351J,58,0.0329,0.437,205267,0.834,1.03e-06,6,0.383,-3.807,1,0.0404,154.053,4,0.436
1856,Rico Nasty,Poppin,2EniaQpyAdPbOt6irqXSpN,58,0.115,0.759,167091,0.74,0.0,0,0.263,-4.847,1,0.147,140.052,4,0.203
1857,Dana Daoud,The Holly And The Ivy,1P18ltJxfFIejLveMmUhGH,61,0.995,0.533,144134,0.0499,0.937,5,0.13,-24.677,1,0.0636,70.705,3,0.432
1858,Joy Williams,Don't Let Me Down (Instrumental),18RRTF9SbEOM9h3aoMKeNc,62,0.994,0.702,180419,0.0466,0.97,11,0.091,-22.9,1,0.0676,132.039,4,0.132
1859,Jhené Aiko,When We Love,63LJjsJuqZgQyYibMXn9ku,59,0.552,0.465,262627,0.517,0.0772,1,0.111,-9.073,0,0.106,169.675,4,0.321
1860,Quality Control,Bosses Don't Speak,1C8yDcVIhBObN58cSS8oX9,62,0.0457,0.823,241506,0.487,0.0,2,0.107,-8.361,1,0.404,154.915,4,0.146
1861,Taylor Swift,I Did Something Bad,2nOeoic483mcNOx5TFpc3L,64,0.0679,0.696,238253,0.602,2.11e-05,0,0.0696,-6.156,0,0.159,82.989,4,0.305
1862,guardin,Demons in My Orbit,20HB3FzjaKennmHRcpDvtz,60,0.0158,0.4,174743,0.681,0.0,0,0.0627,-5.931,1,0.218,180.107,4,0.0695
1863,Jack Johnson,My Mind Is For Sale,4zohK59ouRruiqESaTcOZW,64,0.676,0.83,239840,0.682,0.000367,2,0.123,-7.16,1,0.134,97.849,4,0.762
1864,The Living Tombstone,No Mercy,3tbwKbrgDNjT4JvM4SVAtz,64,0.0466,0.634,154465,0.621,0.0,2,0.128,-5.936,1,0.0288,105.049,4,0.844
1865,S I M,_S W E E T .S O U |,4w2DlrDfeag7OYoOHbpHoK,62,0.0867,0.632,175151,0.79,0.745,8,0.0529,-4.881,1,0.0578,84.981,4,0.889
1866,SZA,Pretty Little Birds (feat. Isaiah Rashad),1IgePMOW0qEe1AViWgkal9,59,0.222,0.529,245947,0.518,0.00314,10,0.316,-7.689,0,0.197,89.712,4,0.356
1867,Anthony Russo,California,6ae29ZzSPYq61ARnOn3CGh,58,0.265,0.736,189296,0.493,0.0,10,0.247,-7.224,1,0.0592,141.997,4,0.364
1868,sagun,I'm Drunk And Confused,6ZGqVXaJmhbYAK2DF8mWRR,62,0.74,0.706,156000,0.21,0.817,1,0.0938,-21.867,0,0.0603,139.888,4,0.246
1869,Young Thug,Killed Before,0jPLBur1qXRfj3pbuJSX03,59,0.275,0.697,220707,0.675,0.0,7,0.0767,-4.688,1,0.317,158.133,4,0.292
1870,Heinz Goldblatt,Traveling,5ih49fmvqPDV9Hq7IRzf7U,65,0.993,0.335,119000,0.17,0.955,10,0.12,-20.236,1,0.0517,77.194,4,0.0781
1871,Future,Mask Off - Marshmello Remix,5rK0pyEObO4DBFLy682QvR,65,0.00432,0.731,179200,0.725,0.0,2,0.0556,-5.21,1,0.249,149.963,4,0.351
1872,Drake,No Long Talk,6CfrYuD3YRDYdYvH9jNtXY,63,0.0671,0.913,149569,0.608,0.0,10,0.533,-6.839,0,0.234,97.063,4,0.578
1873,Lil Uzi Vert,Dark Queen,0cGPqSBtm0UJLo1HCziww9,58,0.222,0.747,173419,0.606,0.0,4,0.281,-5.286,1,0.172,155.055,4,0.2
1874,Chris Stapleton,Second One To Know,0oTGa77jJ1H5joTG5SvxFj,59,0.0185,0.529,176067,0.89,0.00112,0,0.341,-6.104,0,0.0388,96.731,4,0.875
1875,Sabrina Claudio,Orion's Belt,0RTnMChwd0ARVY3zOyNdaP,61,0.856,0.531,197333,0.352,9.73e-06,9,0.0871,-10.404,0,0.315,84.475,4,0.537
1876,Koe Wetzel,Tell It All Town,6GsNYeGGsV4nz3IqRLAMjK,56,0.325,0.595,232661,0.281,0.0,0,0.143,-9.4,1,0.0268,129.941,4,0.385
1877,Big Thief,Shark Smile - Edit,4rCrSoFxqRFmnHQyFGlkbA,61,0.0769,0.688,194760,0.737,0.641,6,0.114,-9.31,0,0.0678,131.042,4,0.666
1878,ILLENIUM,Leaving,5XlvOh5YbJMp7CU3NoksNf,60,0.0359,0.281,234857,0.639,1.7e-05,11,0.951,-3.452,1,0.0381,140.776,4,0.186
1879,Wale,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",7rfiXyFb5M9BqdkvKvVEiB,65,0.0453,0.728,228707,0.811,2.07e-06,7,0.362,-4.278,1,0.0564,114.995,4,0.705
1880,Phora,"Sinner, Pt. 2",0B3KOB7fkjOlCFe075aial,58,0.764,0.409,271305,0.736,0.0,6,0.0837,-5.686,1,0.495,185.114,3,0.451
1881,H E R B,Save Me,4llpWUJEWKHGVZzYv1nYid,63,0.91,0.491,84427,0.362,0.881,2,0.118,-13.321,1,0.277,159.002,4,0.35
1882,Biqram,Slip into Darkness,4qbZuBtFrD55ATmDPRrNOQ,63,0.992,0.312,122177,0.012,0.885,5,0.111,-31.292,0,0.0398,143.963,4,0.192
1883,Rain Sounds Factory STHLM,Rain Sound : Sunday Dreaming,7IYxWrs94jceRhxJJKDEJe,61,1.17e-06,0.0,170614,3.22e-05,0.974,1,0.459,-13.9,1,0.0,0.0,0,0.0
1884,Jelly Roll,Wheels Fall Off,4yGeJP63Z6gLEOZNHjkNnW,57,0.199,0.694,207269,0.679,0.0,2,0.111,-6.911,1,0.118,103.98,4,0.0703
1885,Clairo,Get With U,4JHCLFKkuvNMb67DYuAjUU,60,0.895,0.747,118883,0.0676,0.258,7,0.11,-14.215,0,0.0441,65.003,4,0.298
1886,Sevyn Streeter,"Anything U Want (feat. Wiz Khalifa, Jeremih & Ty Dolla $ign)",4Azuz4REHZN5bwgGcWGXnE,60,0.0308,0.684,214254,0.526,0.0,1,0.306,-4.982,0,0.0335,91.812,4,0.495
1887,Imagine Dragons,I’ll Make It Up To You,0FfX0nofboxZjP0diT1eFv,67,0.00767,0.328,262600,0.674,0.0398,7,0.29,-7.488,1,0.105,177.007,3,0.129
1888,Maggie Lindemann,Obsessed,1eN1K7YPRButXU7Mq0V58N,64,0.0182,0.822,184515,0.575,4.45e-05,6,0.109,-4.587,0,0.0464,110.028,4,0.286
1889,The Police,Every Breath You Take,0SNGe4xksgp7CGnY5kMXOJ,69,0.559,0.822,251573,0.478,0.0073,1,0.0813,-8.746,1,0.0343,117.394,4,0.722
1890,Pond,Paint Me Silver,6YGVK9xgH2LI4Ghw6gqUxx,59,0.00523,0.335,224973,0.825,0.00429,8,0.226,-5.598,1,0.0506,177.156,4,0.682
1891,H.E.R.,Avenue,3hAGmPnGix8RTb1vy5qZcb,59,0.509,0.362,214240,0.417,1.6e-06,8,0.145,-11.412,1,0.289,82.156,4,0.113
1892,Big Gigantic,The Little Things (feat. Angela McCluskey) - Kasbo Remix,4KRkanYEoxAEBY5HDtYGU6,58,0.215,0.49,183893,0.58,2.25e-06,10,0.0954,-5.677,1,0.0427,85.133,4,0.207
1893,Rain Sounds Factory STHLM,Rain Sound : Monsun,5VElkYenegHlF1oBmZ06oq,60,0.0,0.21,250000,0.153,0.996,0,0.49,-15.128,0,0.0648,64.435,4,0.0309
1894,Pink Guy,Stfu,5IJbTPhcj0IjdzUaYqwe2I,62,0.552,0.827,224493,0.524,0.000112,10,0.198,-9.819,1,0.0536,136.785,4,0.356
1895,Casey Donahew,3 Am,6LjvqlPeCj62wF4oPJ6XOe,56,0.00306,0.295,272787,0.663,0.0,7,0.114,-5.253,1,0.0337,100.01,4,0.199
1896,Niall Horan,On The Loose,0kThmY7A0ynir2qLWFFhrY,65,0.00534,0.723,223814,0.601,1.68e-06,11,0.162,-7.085,0,0.0337,124.01,4,0.716
1897,Petit Biscuit,Problems,7wKzj1b8YKPuZELfVDz708,64,0.571,0.802,219933,0.371,3.82e-06,6,0.108,-9.087,0,0.131,113.951,4,0.263
1898,Lil Baby,Money Forever,0uQzOOq3aC9mszrmLLYoU3,58,0.0162,0.406,193960,0.516,0.0,11,0.245,-10.899,0,0.392,174.237,5,0.335
1899,Josh A,Pennywise,6taAKrEE1wGVN3QkzeNzOf,61,0.562,0.606,165608,0.765,0.0,9,0.112,-5.976,1,0.199,150.182,4,0.368
1900,Max Richter,Lamentation For A Lost Life,77O9eTcQpYwCnANBQHjGDQ,63,0.994,0.518,141494,0.00783,0.957,0,0.111,-30.163,0,0.0468,74.609,3,0.051
1901,The Killers,Run For Cover,5NAiPIEzxAexFE3ucV18Q8,66,0.0016,0.466,222147,0.951,0.00242,5,0.351,-3.315,1,0.126,165.108,4,0.499
1902,Cuco,We Had to End It,0ILN16ZAzX7uipqZCKn3YO,59,0.227,0.27,349714,0.699,0.816,2,0.132,-5.259,1,0.0382,139.913,3,0.27
1903,Bruno Major,Places We Won't Walk,30QNjcM3Q1GnLFIIJjWQL1,63,0.969,0.388,169410,0.0859,7.35e-05,7,0.108,-16.061,0,0.0472,88.253,3,0.19
1904,Trippie Redd,Woah Woah Woah,70NxaxjB8IjX4YxXbT90iX,58,0.0782,0.617,222288,0.773,0.0,0,0.204,-4.793,1,0.0397,149.006,4,0.242
1905,A$AP Mob,Blowin' Minds (Skateboard),3FUP0gYxsivCHzWzu8uUGw,59,0.218,0.732,207560,0.632,0.0,2,0.312,-5.46,1,0.231,81.506,4,0.337
1906,Drakeo the Ruler,Roll Bounce,47PfqyXzLIKQp37yJNITrs,57,0.0596,0.906,206379,0.253,0.000108,1,0.0803,-11.742,1,0.206,94.529,4,0.138
1907,Lana Del Rey,Get Free,761QvVHTibYjEi2r6A4g4Q,64,0.498,0.205,334294,0.472,0.000792,10,0.0953,-10.45,1,0.0718,203.944,4,0.0392
1908,Lil Bo Weep,i wrote this song 4 u,4MqHJr8m4Rr1vN0gDBAoJj,62,0.318,0.719,184272,0.413,3.93e-05,9,0.144,-12.316,0,0.0731,119.966,4,0.407
1909,shinigami,Lite Brite,4nHsQ4S2gIrSJMitQ2y05d,61,0.259,0.643,209797,0.573,0.0,9,0.0746,-9.093,1,0.0354,120.033,4,0.0398
1910,Gerardo Ortiz,Palma Salazar,2M9flfG9HTSY7Q3SW41l8T,66,0.415,0.586,180693,0.775,0.0,1,0.396,-4.436,1,0.198,175.009,3,0.714
1911,Ed Sheeran,Perfect Symphony (Ed Sheeran & Andrea Bocelli),3zl7j5ua8mF4JDYuxrfo01,70,0.586,0.544,265363,0.417,0.0,8,0.085,-4.387,1,0.0247,95.156,3,0.207
1912,COIN,Boyfriend,15jIpgBlSbxsPVsKPNYkNp,59,0.016,0.572,179013,0.916,9.68e-06,0,0.208,-4.83,1,0.0576,150.088,4,0.464
1913,PnB Rock,Rewind,2aTUOXJgXvlQzK2KCcgYQt,58,0.734,0.607,241829,0.4,0.0,7,0.114,-8.472,1,0.0302,114.132,4,0.551
1914,Zeds Dead,Where The Wild Things Are,4EwSqnjnXCG7NqY08RRSKq,59,0.0111,0.324,299240,0.666,0.0,6,0.2,-5.873,0,0.0596,163.868,4,0.13
1915,Future,No Cap,06Gyf2pFDVmN5K8XAawG96,59,0.00108,0.8,144142,0.523,0.0,1,0.352,-6.578,1,0.107,147.057,4,0.379
1916,Dreezy,Spar (feat. 6LACK & Kodak Black),24lORMRGMv9sXpZJdN1PVm,59,0.257,0.878,231194,0.676,0.0,6,0.101,-5.198,1,0.255,140.013,4,0.534
1917,Alan Walker,Tired,3b5Li4QKDVBx1x7fQuu54a,70,0.0428,0.69,192112,0.876,0.0,2,0.147,-4.159,1,0.059,123.994,4,0.493
1918,half•alive,Tip Toes,7DwaOIkZk8qLJKGX7XTF2l,61,0.039,0.68,195047,0.789,3.75e-06,5,0.112,-5.589,1,0.159,130.029,4,0.54
1919,Xuitcasecity,Need Somebody (Acoustic),2TukzxmwVW0JkiI8isgUXd,63,0.838,0.417,192333,0.498,0.0,9,0.0748,-6.077,1,0.0845,179.801,4,0.37
1920,BTS,dimple,3ryjLm3oupIjJFGc39naNi,65,0.142,0.612,196776,0.844,0.0,5,0.287,-4.694,0,0.0756,134.868,4,0.653
1921,Ansel Elgort,All I Think About Is You,354DcqfZLjPzNZlSfR6o2R,61,0.0682,0.46,188187,0.785,0.0,1,0.0971,-4.72,1,0.0642,97.948,4,0.464
1922,Daigo Hanada,Solitude,3kgu8TFddPdy6gSJaQSeij,63,0.979,0.307,166830,0.0242,0.962,1,0.204,-28.599,0,0.038,106.994,4,0.474
1923,Lil Yung Pharaoh,"I Hate You, But I Love You",4upK9OgMepvBFEGD8CDE9A,61,0.503,0.462,132952,0.371,0.0,10,0.135,-11.201,1,0.0522,139.637,4,0.255
1924,Imagine Dragons,Mouth Of The River,1dekgAFF9uTCqLsklDaCWb,67,0.00183,0.483,221560,0.907,0.0509,8,0.152,-7.015,1,0.0413,96.014,4,0.296
